Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
1058052,The Metamorphosis,Franz Kafka,"Kafka, Franz",Michael Hofmann,"=""0141023457""","=""9780141023458""",5,3.90,Penguin,Paperback,98,2006,1915,2021/06/15,2021/06/15,,,read,"My first time in a while to have read a short story, but it did a nice job of sucking you right into Gregor's world. Little details of mundane life anchor the story (and also are a joy to savor); they help it seem a little more realistic, even when Gregor is undergoing ""incarceration"" in his room as a giant bug. <br/><br/>Gregor's attachment to and love for (and pride in) his family is touching, relatable in its vulnerability. He had quite selflessly hurled himself at bearing the burden of money when asked, letting his family live off of his strained back. But after his bugification, they harbor a natural and quite strong disgust toward his bug form (even though their thoughts toward him stay mostly well-intentioned); poor Gregor. Clearly visible through their treatment of him, Gregor is no longer human. And he himself starts to become aware of his new wants and his new life metamorphosizing into an unknown yet acceptable bug normal. The unfortunate removal of his room's furniture snips his cherished ties to the memories and meaning of his life. Sadly, change in appearance and loss of communication have stripped all hope of connection to his family away from Gregor.<br/><br/>Gregor's metamorphosis draws out the true colors of his family. I found the father quite wicked, a character that spiked hate out of me with his wicked actions because poor Gregor's bug intentions were pure. His young seventeen year old sister is a good, naïve protector, although a little febrile and also inevitably repulsed by poor Gregor. But the family duty is still there- Gregor is still a member of the family. To be simply tolerated. <br/><br/>A little sad to see the family dynamic - stubborn old father overshadowing gentler mother and young sister. <br/><br/><blockquote> ""The things the world requires of poor people, they performed to the utmost, his father running out to get breakfast for the little bank officials, his mother hurling herself at the personal linen of strangers, his sister trotting back and forth behind the desk, doing the bidding of the customers, but that was as far as the strength of the family reached."" </blockquote><br/><br/>And yet, just as Gregor gropes and mopes about his office job at the beginning, he gropes and mopes in his confinement when he no longer has to do the work at all. The burden falls onto the other three in the family (and the old charwoman). To go back to the start of the story, it was quite strange that Gregor seemed unfazed at first after waking up to his bugginess, only thinking complaints about his job to himself - but it was a good introduction to the somber gray shade of his life. Man can always find and magnify a nodule of unhappiness in his life. <br/><br/>The welcoming of tenants into the flat helps draw a depressing contrast with Gregor's treatment as ""family."" A little violin concert, played by the sister, is arranged in the living room for them and lures Gregor out of his dark, dirty room, enticed by the forgotten beauty of humanity. <br/><br/>But poor Gregor's revelry sends the tenants stomping out furiously without paying a penny to their hosts. After all those months a true metamorphosis occurred in the minds of the sister and the parents. The body of Gregor has changed from ""him"" to ""it,"" a monster. Most strongly in the eyes of his sister, that innocent girl who had vainly asserted herself as Gregor's caretaker at first. <br/><br/>But ""He thought back on his family with devotion and love."" And the life leaves Gregor's shrunken body that night, laid belly up in his dirty little room. Finally, perhaps a true alleviation and metamorphosis for the family.<br/><br/>Warm sunshine enters the story for the first time, and in all those months slowly the family's prospects have become quite encouraging. With a bright young daughter, lively and ready for their new life. Strange transformation, after the work has been forced off of Gregor's weary shoulders onto theirs. <br/><br/>Quite slow at the beginning, but worth the investment.<br/>Overall: matter-of-fact, disciplined writing with no flashy distractions. Leaves solid bones for the mind to gnaw at later.<br/><br/><b> A much better examination of this story to read: http://www.kafka.org/index.php?id=191,209,0,0,1,0 </b><br/><br/>""Flaubert who loathed pretty-pretty prose would have applauded Kafka's attitude towards his tool""<br/><br/>- ""Curiously enough, Gregor the beetle never found out that he had wings under the hard covering of his back.""<br/>- ""Kafka's art consists in accumulating on the one hand, Gregor's insect features, all the sad detail of his insect disguise, and on the other hand, in keeping vivid and limpid before the reader's eyes Gregor's sweet and subtle human nature.""<br/>- ""Gregor is a human being in an insect's disguise; his family are insects disguised as people. With Gregor's death their insect souls are suddenly aware that they are free to enjoy themselves. "" 'Come in beside us, Grete, for a little while,' said Mrs. Samsa* with a tremulous smile, and Grete, not without looking back at the corpse, followed her parents into their bedroom.'' The charwoman opens the window wide and the air has a certain warmth: it is the end of March when insects come out of hibernation.""<br/>-*In a note in his annotated copy Nabokov observes that after Gregor’s death it is never “father” and “mother” but only Mr. and Mrs. Samsa.<br/>- “The soul has died with Gregor; the healthy young animal takes over. The parasites have fattened themselves on Gregor.”",true,,1,0
1845,Into the Wild,Jon Krakauer,"Krakauer, Jon",,"=""0385486804""","=""9780385486804""",3,4.02,Anchor Books,Paperback,207,1997,1996,2021/07/14,2021/01/01,,,read,,,,1,0
421,The White Album,Joan Didion,"Didion, Joan",,"=""0374532079""","=""9780374532079""",0,4.02,FSG Adult,Paperback,224,2009,1979,,2021/07/09,to-read,to-read (#101),to-read,,,,0,0
2049,"The High Window (Philip Marlowe, #3)",Raymond Chandler,"Chandler, Raymond",,"=""0394758269""","=""9780394758268""",0,4.04,Vintage Crime/Black Lizard,Paperback,272,1992,1942,,2021/07/08,to-read,to-read (#100),to-read,,,,0,0
56919,La tregua,Mario Benedetti,"Benedetti, Mario",,"=""9707311169""","=""9789707311169""",0,4.17,Punto de Lectura,Paperback,215,2006,1960,,2021/07/08,to-read,to-read (#99),to-read,,,,0,0
261879,Pedro y el Capitán,Mario Benedetti,"Benedetti, Mario",,"=""9707311320""","=""9789707311329""",5,4.16,Punto de Lectura,Paperback,86,2006,1979,,2021/07/08,,,read,,,,1,0
758011,Keith Haring Journals,Keith Haring,"Haring, Keith",Robert Farris Thompson,"=""0140234462""","=""9780140234466""",0,4.24,Penguin Books,Paperback,336,1997,1996,,2021/07/08,to-read,to-read (#98),to-read,,,,0,0
10505,History of Beauty,Umberto Eco,"Eco, Umberto",Alastair McEwen,"=""0847826465""","=""9780847826469""",0,3.82,Rizzoli,Paperback,438,2004,2004,,2021/07/07,to-read,to-read (#97),to-read,,,,0,0
493212,Propaganda,Edward L. Bernays,"Bernays, Edward L.",Mark Crispin Miller,"=""0970312598""","=""9780970312594""",0,3.74,Ig Publishing,Paperback,168,2004,1928,,2021/07/03,to-read,to-read (#96),to-read,,,,0,0
7954936,What Technology Wants,Kevin Kelly,"Kelly, Kevin",,"=""0670022152""","=""9780670022151""",0,3.74,Viking,Hardcover,416,2010,2010,,2021/07/03,to-read,to-read (#95),to-read,,,,0,0
18744226,Daily Rituals: How Artists Work,Mason Currey,"Currey, Mason",,"=""0307962377""","=""9780307962379""",0,3.66,Knopf,Kindle Edition,305,2013,2013,,2021/07/02,to-read,to-read (#1),to-read,,,,0,0
56695159,Amazon Unbound: Jeff Bezos and the Invention of a Global Empire,Brad Stone,"Stone, Brad",,"=""1982132612""","=""9781982132613""",0,4.07,Simon & Schuster,Hardcover,496,2021,2021,,2021/07/02,to-read,to-read (#94),to-read,,,,0,0
5137136,"The Power of Full Engagement: Managing Energy, Not Time, is the Key to High Performance and Personal Renewal",Jim Loehr,"Loehr, Jim",,"=""""","=""""",0,3.98,,Kindle Edition,256,,2003,,2021/07/02,to-read,to-read (#93),to-read,,,,0,0
2626492,"Rapunzel's Revenge (Rapunzel's Revenge, #1)",Shannon Hale,"Hale, Shannon","Dean Hale, Nathan Hale","=""159990070X""","=""9781599900704""",3,3.91,Bloomsbury USA Childrens,Hardcover,144,2008,2008,,2021/07/01,,,read,,,,1,0
39988,Matilda,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""043512398X""","=""9780435123987""",4,4.33,New Windmills,Hardcover,240,1992,1988,,2021/07/01,,,read,,,,1,0
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,,2021/07/01,,,read,,,,1,0
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0143039954""","=""9780143039952""",2,3.83,Penguin Classics ,Paperback,541,2006,-700,,2021/07/01,,,read,,,,1,0
33574273,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""1250153271""","=""9781250153272""",4,3.97,Square Fish,Paperback,218,2017,1962,,2021/07/01,,,read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",0,3.99,HarperPerennial / Perennial Classics,Paperback,288,1998,1932,,2021/07/01,to-read,to-read (#92),to-read,,,,0,0
8127,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,"Montgomery, L.M.",Jennifer Lee Carrell,"=""0451528824""","=""9780451528827""",2,4.33,Signet,Mass Market Paperback,320,2003,1908,,2021/07/01,,,read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""0439554934""","=""9780439554930""",5,4.47,Scholastic Inc,Hardcover,309,2003,1997,2022/05/29,2021/07/01,,,read,,,,2,0
18135,Romeo and Juliet,William Shakespeare,"Shakespeare, William",,"=""0743477111""","=""9780743477116""",1,3.74,Washington Square Press,Mass Market Paperback,281,2002,1590,,2021/07/01,,,read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",3,4.35,Scholastic Press,Hardcover,374,2008,2008,,2021/07/01,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0060935464""","=""9780060935467""",5,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2021/07/01,,,read,,,,1,0
24337,"Ella Enchanted (Ella Enchanted, #1)",Gail Carson Levine,"Levine, Gail Carson",,"=""0590920685""","=""9780590920681""",2,4.02,Scholastic Books,Paperback,240,1998,1997,,2021/07/01,,,read,,,,1,0
10507293,"The Selection (The Selection, #1)",Kiera Cass,"Cass, Kiera",,"=""0062059939""","=""9780062059932""",3,4.07,HarperTeen,Hardcover,336,2012,2012,,2021/07/01,,,read,,,,1,0
2696,The Canterbury Tales,Geoffrey Chaucer,"Chaucer, Geoffrey",Nevill Coghill,"=""0140424385""","=""9780140424386""",1,3.53,Penguin Books,Paperback,504,2003,1400,,2021/07/01,,,read,,,,1,0
40940121,Bridge to Terabithia,Katherine Paterson,"Paterson, Katherine",,"=""""","=""""",3,4.06,HarperCollins,Kindle Edition,190,2009,1977,,2021/07/01,,,read,,,,1,0
1852,The Call of the Wild,Jack London,"London, Jack",Avi,"=""""","=""""",3,3.91,Scholastic,Mass Market Paperback,172,2001,1903,,2021/07/01,,,read,,,,1,0
37415,Their Eyes Were Watching God,Zora Neale Hurston,"Hurston, Zora Neale",,"=""0061120065""","=""9780061120060""",3,3.99,Amistad,Paperback,238,2006,1937,,2021/07/01,,,read,,,,1,0
34268,"Peter Pan (Peter Pan, #2)",J.M. Barrie,"Barrie, J.M.",Michael Hague,"=""0805072454""","=""9780805072457""",5,4.03,Henry Holt and Co.,Hardcover,155,2003,1911,,2021/07/01,,,read,,,,1,0
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.","Tormod Haugen, Per Svein Paulsen","=""""","=""""",4,4.24,HarperCollins Publishers,Paperback,206,2005,1950,,2021/07/01,,,read,,,,1,0
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,"Haddon, Mark",,"=""1400032717""","=""9781400032716""",4,3.89,Vintage,Paperback,226,2004,2003,,2021/07/01,,,read,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",3,4.43,Arthur A. Levine Books,Hardcover,352,1999,1998,,2021/06/24,,,read,,,,1,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",4,4.58,Scholastic Inc,Paperback,652,2006,2005,,2021/07/01,,,read,,,,1,0
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439139597""","=""9780439139595""",4,4.57,Scholastic,Paperback,734,2002,2000,,2021/07/01,,,read,,,,1,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",4,4.58,Scholastic Inc.,Mass Market Paperback,547,2004,1999,,2021/07/01,,,read,,,,1,0
6185,Wuthering Heights,Emily Brontë,"Brontë, Emily","Richard J. Dunn, Charlotte Brontë, John Bugg, Robert Heindel","=""""","=""""",2,3.90,Norton,Paperback,464,2002,1847,,2021/07/01,,,read,,,,1,0
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",3,4.12,Ember,Paperback,208,2006,1993,,2021/07/01,,,read,,,,1,0
35031085,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Charlotte  Gordon,"=""0143131842""","=""9780143131847""",3,3.91,Penguin Classics,Paperback,260,2018,1818,,2021/07/01,,,read,,,,1,0
231804,The Outsiders,S.E. Hinton,"Hinton, S.E.",,"=""0670532576""","=""9780670532575""",5,4.14,Puffin Books (US/CAN),Mass Market Paperback,208,1997,1967,,2021/07/01,,,read,,,,1,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",5,3.70,Penguin Books ,Paperback,182,1999,1954,,2021/07/01,,,read,,,,1,0
3431,The Five People You Meet in Heaven,Mitch Albom,"Albom, Mitch",,"=""0786868716""","=""9780786868711""",4,4.01,Hyperion,Hardcover,196,2003,2003,2020/01/01,2020/12/23,,,read,,,,1,0
242006,Running with Scissors,Augusten Burroughs,"Burroughs, Augusten",,"=""031242227X""","=""9780312422271""",3,3.77,Picador USA,Paperback,336,2003,2002,,2020/12/23,,,read,,,,1,0
1319,The War of Art,Steven Pressfield,"Pressfield, Steven",Robert McKee,"=""""","=""""",0,3.97,Warner Books,Paperback,168,2003,2002,,2021/07/01,to-read,to-read (#90),to-read,,,,0,0
2767,A People’s History of the United States: 1492 - Present,Howard Zinn,"Zinn, Howard",,"=""0060838655""","=""9780060838652""",0,4.09,Harper Perennial,Paperback,729,1995,1980,,2021/07/01,to-read,to-read (#89),to-read,,,,0,0
40718726,Genghis Khan and the Making of the Modern World,Jack Weatherford,"Weatherford, Jack",,"=""""","=""""",0,4.06,Broadway Books,Kindle Edition,352,2018,2004,,2021/07/01,to-read,to-read (#88),to-read,,,,0,0
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""""","=""""",0,4.40,Spiegel & Grau,Hardcover,152,2015,2015,,2021/07/01,to-read,to-read (#87),to-read,,,,0,0
2199,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,"Goodwin, Doris Kearns",,"=""""","=""""",0,4.28,Simon & Schuster,Paperback,916,2006,2005,,2021/07/01,to-read,to-read (#86),to-read,,,,0,0
38821039,The Making of a Manager: What to Do When Everyone Looks to You,Julie Zhuo,"Zhuo, Julie",,"=""0735219567""","=""9780735219564""",0,4.20,Portfolio,Hardcover,288,2019,2019,,2021/07/01,to-read,to-read (#2),to-read,,,,0,0
27161156,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J.D. Vance,"Vance, J.D.",,"=""""","=""""",0,3.84,Harper,Hardcover,264,2016,2016,,2021/07/01,to-read,to-read (#85),to-read,,,,0,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""1441341706""","=""9781441341709""",0,4.29,Modern Library,Paperback,279,2023,1813,,2021/07/01,to-read,to-read (#84),to-read,,,,0,0
174713,The Lessons of History,Will Durant,"Durant, Will",Ariel Durant,"=""1567310249""","=""9781567310245""",0,4.05,Fine Communications,Hardcover,119,1997,,,2021/07/01,to-read,to-read (#83),to-read,,,,0,0
200572,"My Man Jeeves (Jeeves, #1)",P.G. Wodehouse,"Wodehouse, P.G.",,"=""1585678759""","=""9781585678754""",0,4.05,Overlook Books,Hardcover,256,2007,1919,,2021/06/30,to-read,to-read (#82),to-read,,,,0,0
67896,Tao Te Ching,Lao Tzu,"Tzu, Lao","Gia-Fu Feng, Jane English, Jacob Needleman, Toinette Lippe, Claudio Lamparelli","=""0679724346""","=""9780679724346""",0,4.29,Vintage,Paperback,107,1989,-350,,2021/06/30,to-read,to-read (#81),to-read,,,,0,0
23289,The Dead,James Joyce,"Joyce, James",,"=""""","=""9780974960906""",0,3.97,Melville House Publishing,Paperback,100,2011,1914,,2021/06/30,to-read,to-read (#80),to-read,,,,0,0
26097,Slowness,Milan Kundera,"Kundera, Milan",Linda Asher,"=""0060928417""","=""9780060928414""",0,3.60,Harper Perennial,Paperback,156,1997,1995,,2021/06/30,to-read,to-read (#79),to-read,,,,0,0
19631,Birds of America: Stories,Lorrie Moore,"Moore, Lorrie",,"=""0312241224""","=""9780312241223""",0,4.09,Picador,Paperback,308,1999,1998,,2021/06/30,to-read,to-read (#78),to-read,,,,0,0
327051,Reasons and Persons,Derek Parfit,"Parfit, Derek",,"=""019824908X""","=""9780198249085""",0,4.26,Oxford University Press,Paperback,543,1986,1984,,2021/06/30,to-read,to-read (#77),to-read,,,,0,0
174622,Light Years,James Salter,"Salter, James",,"=""0679740732""","=""9780679740735""",0,4.01,Vintage International,Paperback,308,1995,1975,,2021/06/30,to-read,to-read (#76),to-read,,,,0,0
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",1,4.37,Scribner,Hardcover,368,2017,2017,,2020/12/30,,,read,"Matthew Walker's ""Why We Sleep"" Is Riddled with Scientific and Factual Errors (by Alexey Guzey) https://guzey.com/books/why-we-sleep/#appendix-a-strong-contender-for-the-single-most-absurd-paragraph-in-the-book<br/>",,,1,0
23066,How to Travel With a Salmon & Other Essays,Umberto Eco,"Eco, Umberto",William Weaver,"=""0151001367""","=""9780151001361""",0,3.83,Harcourt,Hardcover,248,1994,1992,,2021/06/28,to-read,to-read (#74),to-read,,,,0,0
